"","title","topic","time","path"
"24","【數位時代】把白開水變果汁？神奇「塑膠杯...(3566)","生活","08:20","/realtimenews/article/life/20160714/907654/【數位時代】把白開水變果汁？神奇「塑膠杯」募資爆千萬台幣"
"25"," 【數位時代】簡立峰：用硬體+服務思維打...(998)","政治","08:06","/realtimenews/article/politics/20160714/906212/【數位時代】簡立峰：用硬體+服務思維打一場IoT勝仗！"
"26","《長照法》明年正式上路　社會福利及衛生環...(2185)","政治","08:04","/realtimenews/article/politics/20160714/907653/《長照法》明年正式上路　社會福利及衛生環境委員會9點直播"
"27","​竊賣美國防資訊　中國駭客遭判刑入獄(2237)","國際","08:00","/realtimenews/article/international/20160714/907646/​竊賣美國防資訊　中國駭客遭判刑入獄"
"28","撒手鐧反Uber　小黃擬用假車禍癱瘓交通(11718)","生活","07:51","/realtimenews/article/life/20160714/907647/撒手鐧反Uber　小黃擬用假車禍癱瘓交通"
"29","吳老闆5.66億get文華苑　便宜3千萬...(10270)","財經","07:51","/realtimenews/article/finance/20160714/907649/吳老闆5.66億get文華苑　便宜3千萬入手"
"30","台灣好棒！　這家航空公司全球第8(8765)","生活","07:49","/realtimenews/article/life/20160714/907644/台灣好棒！　這家航空公司全球第8"
"31","【壹週刊】粗跟短靴當道　戰力大解析(2208)","壹週刊","07:45","/realtimenews/article/nextmag/20160714/907358/【壹週刊】粗跟短靴當道　戰力大解析"
"32","【買房問蘋果】央行降息　房貸怎沒變少？(6796)","地產","07:38","/realtimenews/article/property/20160714/906717/【買房問蘋果】央行降息　房貸怎沒變少？"
"33","修杰楷錢包掉了　po文急尋4小時找到了(26616)","娛樂","07:29","/realtimenews/article/entertainment/20160714/907641/修杰楷錢包掉了　po文急尋4小時找到了"
"34","人數、金額逐年增加　退撫基金入不敷出(6156)","生活","07:25","/realtimenews/article/life/20160714/907637/人數、金額逐年增加　退撫基金入不敷出"
"35","毛小孩幸福之都　童子賢給台南賴清德按讚(2470)","財經","07:22","/realtimenews/article/finance/20160714/907642/毛小孩幸福之都　童子賢給台南賴清德按讚"
"36","美高速公路掛警告　「開車不玩Pokemo...(5216)","國際","07:18","/realtimenews/article/international/20160714/907638/美高速公路掛警告　「開車不玩PokemonGO」"
"37","台東拚明天完成復原　縣長呼籲大家這樣幫忙(3999)","生活","07:03","/realtimenews/article/life/20160714/907632/台東拚明天完成復原　縣長呼籲大家這樣幫忙"
"38","「喵星人」童子賢憂零安樂死　毛小孩處境更...(943)","財經","07:03","/realtimenews/article/finance/20160714/907639/「喵星人」童子賢憂零安樂死　毛小孩處境更糟"
"39","【日本LCC超哈】桃機好熱門　樂桃、Ai...(3732)","財經","07:02","/realtimenews/article/finance/20160714/907586/【日本LCC超哈】桃機好熱門　樂桃、AirAsiaJapan也想設海外基地"
"40","【動行銷】裡外兼顧，薇姿教你擁有強韌水潤...(1198)","娛樂","07:00","/realtimenews/article/entertainment/20160714/898750/【動行銷】裡外兼顧，薇姿教你擁有強韌水潤的健康肌膚！"
"41","【壹週刊】防跌訓練　記者實測唉唉叫(1692)","壹週刊","07:00","/realtimenews/article/nextmag/20160714/906391/【壹週刊】防跌訓練　記者實測唉唉叫"
"42","【日本首例！】香草航空拍板　來台設海外基...(4098)","財經","07:00","/realtimenews/article/finance/20160714/907569/【日本首例！】香草航空拍板　來台設海外基地　9月從桃機飛越南"
"43","柯文哲不甩大巨蛋　趙藤雄反擊了！(16493)","生活","07:00","/realtimenews/article/life/20160714/907634/柯文哲不甩大巨蛋　趙藤雄反擊了！"
"44","【法廣RFI】德媒：南海仲裁挑戰中國的性...(6621)","國際","06:48","/realtimenews/article/international/20160714/907626/【法廣RFI】德媒：南海仲裁挑戰中國的性格"
"45","「我是太平島人」　護理師不遷籍回台灣(18045)","政治","06:42","/realtimenews/article/politics/20160714/907628/「我是太平島人」　護理師不遷籍回台灣"
"46","【壹週刊】他們釀酒超過六千年　今年得金牌(2948)","壹週刊","06:40","/realtimenews/article/nextmag/20160714/907156/【壹週刊】他們釀酒超過六千年　今年得金牌"
"47","【法廣RFI】專家談國際裁決對陸的衝擊(2533)","論壇","06:38","/realtimenews/article/forum/20160714/907625/【法廣RFI】專家談國際裁決對陸的衝擊"
"48","【壹週刊】33歲就中風　他的一生完了嗎?(12560)","壹週刊","06:35","/realtimenews/article/nextmag/20160714/907144/【壹週刊】33歲就中風　他的一生完了嗎?"
"49","盜領團在台好爽！　四天三夜奢華行曝光(105553)","社會","06:31","/realtimenews/article/local/20160714/907629/盜領團在台好爽！　四天三夜奢華行曝光"
"50","今悶熱高溫達36℃　大台北午後降雨機率高(4201)","生活","06:31","/realtimenews/article/life/20160714/907620/今悶熱高溫達36℃　大台北午後降雨機率高"
"51","【壹週刊】躁鬱纏身　她在這一天決定不死(4742)","壹週刊","06:30","/realtimenews/article/nextmag/20160714/907128/【壹週刊】躁鬱纏身　她在這一天決定不死"
"52","25歲兒子痛痛　47歲媽媽呼護理師巴掌(40722)","社會","06:30","/realtimenews/article/local/20160714/907622/25歲兒子痛痛　47歲媽媽呼護理師巴掌"
"53","七月十四日世界各報頭條搶先報(1165)","國際","06:30","/realtimenews/article/international/20160714/907627/七月十四日世界各報頭條搶先報"
"54","灣區警界醜聞不斷　市民發起罷免2市長(5840)","國際","06:28","/realtimenews/article/international/20160714/907623/灣區警界醜聞不斷　市民發起罷免2市長"
"55","【法廣RFI】陸南沙新建機場完成民航機試...(2643)","國際","06:28","/realtimenews/article/international/20160714/907624/【法廣RFI】陸南沙新建機場完成民航機試飛"
"56","【壹週刊】梁詠琪在香港肥滋滋　來台宣傳靠...(5917)","壹週刊","06:25","/realtimenews/article/nextmag/20160714/907303/【壹週刊】梁詠琪在香港肥滋滋　來台宣傳靠這招遮肉"
"57","【壹週刊】貢丸賣到翻　她卻不敢幫孩子報戶...(23814)","壹週刊","06:25","/realtimenews/article/nextmag/20160714/907317/【壹週刊】貢丸賣到翻　她卻不敢幫孩子報戶口"
"58","​【壹週刊】瑪法達星座導航　7月14～7...(4356)","壹週刊","06:20","/realtimenews/article/nextmag/20160714/907363/​【壹週刊】瑪法達星座導航　7月14～7月20日"
"59","七月十四日各報頭條搶先報(7088)","政治","06:18","/realtimenews/article/politics/20160714/907618/七月十四日各報頭條搶先報"
"60","【法廣RFI】陸經濟增長持續放緩 進出口...(986)","財經","06:18","/realtimenews/article/finance/20160714/907621/【法廣RFI】陸經濟增長持續放緩進出口雙雙下滑"
"61","【壹週刊】小孩生父曝光　李婷宜被壯肌男播...(38007)","壹週刊","06:15","/realtimenews/article/nextmag/20160714/907331/【壹週刊】小孩生父曝光　李婷宜被壯肌男播種成功"
"62"," 【壹週刊】小模減肥減到停經　化妝室慘遭...(10407)","壹週刊","06:10","/realtimenews/article/nextmag/20160714/907141/【壹週刊】小模減肥減到停經　化妝室慘遭霸凌"
"63","【法廣RFI】日天皇擬退位 何時繼位備受...(1706)","國際","06:09","/realtimenews/article/international/20160714/907619/【法廣RFI】日天皇擬退位何時繼位備受關注"
"64","【壹週刊】歐陽娜娜拍廣告　歐陽家負評延燒(12599)","壹週刊","06:05","/realtimenews/article/nextmag/20160714/907249/【壹週刊】歐陽娜娜拍廣告　歐陽家負評延燒"
"65","【壹週刊】二個中年失業男　聯手成專賣泰國...(5890)","壹週刊","06:03","/realtimenews/article/nextmag/20160714/907269/【壹週刊】二個中年失業男　聯手成專賣泰國房龍頭"
"66","七月十四日財經焦點搶先看(2272)","財經","06:03","/realtimenews/article/finance/20160714/907617/七月十四日財經焦點搶先看"
"67","【壹週刊】大家都賣不掉房　為何他還有10...(35341)","壹週刊","06:00","/realtimenews/article/nextmag/20160714/907274/【壹週刊】大家都賣不掉房　為何他還有10億業績？"
"68","11歲女童吃棉花糖噎死　父母怒告派對主人...(8144)","國際","05:31","/realtimenews/article/international/20160714/907616/11歲女童吃棉花糖噎死　父母怒告派對主人索賠"
"69","【法廣RFI】英女首相就任 歐盟促脫歐談...(783)","國際","05:30","/realtimenews/article/international/20160714/907612/【法廣RFI】英女首相就任歐盟促脫歐談判"
"70","超直白：你胖在哪裡？(3599)","論壇","05:30","/realtimenews/article/forum/20160714/907614/超直白：你胖在哪裡？"
"71","史丹利：手機根本沒隱私(5267)","論壇","05:30","/realtimenews/article/forum/20160714/907615/史丹利：手機根本沒隱私"
"72","傳中國駭入美聯邦存款保險公司　高層要求不...(1877)","國際","05:24","/realtimenews/article/international/20160714/907613/傳中國駭入美聯邦存款保險公司　高層要求不可公開"
"73","【法廣RFI】巴黎要求巴羅佐放棄受聘高盛...(740)","國際","05:10","/realtimenews/article/international/20160714/907610/【法廣RFI】巴黎要求巴羅佐放棄受聘高盛銀行"
"74","長時間用電腦　護眼密訣要知道(7252)","生活","05:03","/realtimenews/article/life/20160714/907611/長時間用電腦　護眼密訣要知道"
"75","女同事上門脫衣獻身　陸男報警求助(34567)","國際","04:45","/realtimenews/article/international/20160714/907609/女同事上門脫衣獻身　陸男報警求助"
"76","研究：舊金山餐飲業同工不同酬　白人多領達...(2964)","國際","04:44","/realtimenews/article/international/20160714/907606/研究：舊金山餐飲業同工不同酬　白人多領達3倍"
"77","四川暴風吹垮兔舍　壓死上萬隻兔子　(1858)","國際","04:30","/realtimenews/article/international/20160714/907608/四川暴風吹垮兔舍　壓死上萬隻兔子　"
"78","印度郵局出售恆河瓶裝水　還可宅配到府(2107)","國際","04:15","/realtimenews/article/international/20160714/907607/印度郵局出售恆河瓶裝水　還可宅配到府"
"79","消防車撞騎士　舊金山擬賠500萬美元和解(2958)","國際","03:59","/realtimenews/article/international/20160714/907605/消防車撞騎士　舊金山擬賠500萬美元和解"
"80","【國際為什麼】里約奧運巴西準備好了嗎？(2250)","國際","03:51","/realtimenews/article/international/20160714/907595/【國際為什麼】里約奧運巴西準備好了嗎？"
"81","霸凌同鄉強拍裸照　中國留學生被判3年徒刑(11448)","國際","03:43","/realtimenews/article/international/20160714/907603/霸凌同鄉強拍裸照　中國留學生被判3年徒刑"
"82","德國人最擔心？　恐攻居冠　(1063)","國際","03:14","/realtimenews/article/international/20160714/907602/德國人最擔心？　恐攻居冠　"
"83","【美國大選】搖擺州之戰　川普迎頭趕上(4732)","國際","02:49","/realtimenews/article/international/20160714/907597/【美國大選】搖擺州之戰　川普迎頭趕上"
"84","法總理髮師月領逾35萬　引民眾不滿(4671)","國際","02:33","/realtimenews/article/international/20160714/907598/法總理髮師月領逾35萬　引民眾不滿"
"85","誰是英國第一先生(3128)","國際","02:15","/realtimenews/article/international/20160714/907596/誰是英國第一先生"
"86","紐約地鐵大停電　乘客受困超過30分鐘(3168)","國際","02:04","/realtimenews/article/international/20160714/907594/紐約地鐵大停電　乘客受困超過30分鐘"
"87","大董烤鴨開紐約分店　傳年砸7000萬租店...(7629)","國際","01:51","/realtimenews/article/international/20160714/907593/大董烤鴨開紐約分店　傳年砸7000萬租店面"
"88","自動駕駛規範　日歐擬制共同標準(1498)","國際","01:37","/realtimenews/article/international/20160714/907592/自動駕駛規範　日歐擬制共同標準"
"89","日本明仁天皇生前退位？　都是誤傳啦(2762)","國際","01:35","/realtimenews/article/international/20160714/907591/日本明仁天皇生前退位？　都是誤傳啦"
"90","英國首相梅伊　將對決梅克爾(1789)","國際","01:30","/realtimenews/article/international/20160714/907590/英國首相梅伊　將對決梅克爾"
"91","女大生征服七大洲最高峰　創日本最年少紀錄(2365)","國際","01:24","/realtimenews/article/international/20160714/907589/女大生征服七大洲最高峰　創日本最年少紀錄"
"92","華裔女醫身中數刀遇害　疑為熟人痛下毒手(16902)","國際","01:12","/realtimenews/article/international/20160714/907583/華裔女醫身中數刀遇害　疑為熟人痛下毒手"
"93","歐美博物館抓寶可夢　館方：「麥擱來啊」　...(14112)","國際","01:09","/realtimenews/article/international/20160714/907587/歐美博物館抓寶可夢　館方：「麥擱來啊」　　"
"94","【想抓】最新開放Pokemon　GO地區...(10786)","3C","01:06","/realtimenews/article/3c/20160714/907584/【想抓】最新開放Pokemon　GO地區是…"
"95","中不理仲裁　發白皮書籲談判(6968)","國際","01:05","/realtimenews/article/international/20160714/907585/中不理仲裁　發白皮書籲談判"
"96","【反效果】無聊女沒事找碴　民眾捐錢挺街頭...(4561)","國際","00:52","/realtimenews/article/international/20160714/907512/【反效果】無聊女沒事找碴　民眾捐錢挺街頭藝人"
"97","【愛飛遜】內有萌貓 潮牌b+ab推Kit...(1272)","副刊","00:50","/realtimenews/article/strange/20160714/907277/【愛飛遜】內有萌貓潮牌b+ab推Kitty聯名"
"98","【恐怖】飛行傘故障　金髮帥哥從45米落地(4220)","國際","00:46","/realtimenews/article/international/20160714/907520/【恐怖】飛行傘故障　金髮帥哥從45米落地"
"99","傳日皇欲生前退位　宮內廳稱報導非事實(1602)","國際","00:41","/realtimenews/article/international/20160714/907582/傳日皇欲生前退位　宮內廳稱報導非事實"
"100","【打趴全球】高雄女孩超強  獲iPhon...(9196)","3C","00:38","/realtimenews/article/3c/20160714/907441/【打趴全球】高雄女孩超強獲iPhone攝影冠軍"
"101","【實測】首款視訊兒童錶　爸媽好安心(2851)","3C","00:38","/realtimenews/article/3c/20160714/907445/【實測】首款視訊兒童錶　爸媽好安心"
"102","劣質合成大麻惹禍　大批「喪屍」遊走紐約街...(39001)","國際","00:37","/realtimenews/article/international/20160714/907579/劣質合成大麻惹禍　大批「喪屍」遊走紐約街口"
"103","什麼大風吹　讓高雄鯰魚哥嘴邊肉失守(2700)","副刊","00:30","/realtimenews/article/strange/20160714/907439/什麼大風吹　讓高雄鯰魚哥嘴邊肉失守"
"104","受楊貴媚感召　嚴藝文心動生前告別式(11210)","娛樂","00:27","/realtimenews/article/entertainment/20160714/907581/受楊貴媚感召　嚴藝文心動生前告別式"
"105","拜託你看一眼(2871)","動物","00:26","/realtimenews/article/animal/20160714/907428/拜託你看一眼"
"106","假貨滿天飛　網購今推買包掛保險　(2378)","3C","00:26","/realtimenews/article/3c/20160714/907500/假貨滿天飛　網購今推買包掛保險　"
"107","酷炫電競新機　齊搶VR商機(1397)","3C","00:25","/realtimenews/article/3c/20160714/907473/酷炫電競新機　齊搶VR商機"
"108","喵星人究竟癡癡望著什麼呢？(2170)","動物","00:23","/realtimenews/article/animal/20160714/907438/喵星人究竟癡癡望著什麼呢？"
"109","玩家愛慘Pokémon GO　汪汪喵喵都...(3627)","動物","00:22","/realtimenews/article/animal/20160714/907475/玩家愛慘PokémonGO　汪汪喵喵都遭殃"
"110","首屆重機展登場　霸氣女孩好吸睛(10704)","副刊","00:20","/realtimenews/article/strange/20160714/907455/首屆重機展登場　霸氣女孩好吸睛"
"111","官邸最後演說　卡麥隆攜全家感謝人民(3427)","國際","00:20","/realtimenews/article/international/20160714/907580/官邸最後演說　卡麥隆攜全家感謝人民"
"112","【搖滾周末】全台音樂祭本周火力全開 邁入...(1482)","副刊","00:17","/realtimenews/article/strange/20160714/907464/【搖滾周末】全台音樂祭本周火力全開邁入高潮"
"113","20歲的青春力量～維密辣模成蘭蔻大使(2753)","時尚","00:16","/realtimenews/article/fashion/20160714/907578/20歲的青春力量～維密辣模成蘭蔻大使"
"114","休想跟喵星人搶(1666)","動物","00:15","/realtimenews/article/animal/20160714/907433/休想跟喵星人搶"
"115","【法廣RFI】意外! 拜登出席美日韓副外...(879)","國際","00:15","/realtimenews/article/international/20160714/907577/【法廣RFI】意外!拜登出席美日韓副外長會議"
"116","SOS！小浣熊游不動…(2219)","動物","00:13","/realtimenews/article/animal/20160714/907478/SOS！小浣熊游不動…"
"117","【消夜文】西瓜你個芭樂(1323)","副刊","00:13","/realtimenews/article/strange/20160714/907564/【消夜文】西瓜你個芭樂"
"118","六旗遊樂園驚傳炸彈威脅　疏散遊客查可疑包...(3078)","國際","00:13","/realtimenews/article/international/20160714/907576/六旗遊樂園驚傳炸彈威脅　疏散遊客查可疑包裹"
"119","韓劇out　爸媽當年都追這些劇(5690)","副刊","00:11","/realtimenews/article/strange/20160714/907457/韓劇out　爸媽當年都追這些劇"
"120","老闆我累了　需要好好睡一覺(2233)","動物","00:10","/realtimenews/article/animal/20160714/907427/老闆我累了　需要好好睡一覺"
"121","巴哥一秒變榴槤　主人瞬間崩潰(4483)","動物","00:10","/realtimenews/article/animal/20160714/907429/巴哥一秒變榴槤　主人瞬間崩潰"
"122","​【驚奇】運動健將不是人(1073)","動物","00:10","/realtimenews/article/animal/20160714/907430/​【驚奇】運動健將不是人"
"123","網友Ｐ圖無極限　這隻貓好搶戲(1723)","動物","00:10","/realtimenews/article/animal/20160714/907431/網友Ｐ圖無極限　這隻貓好搶戲"
"124","【占卜】衣櫥永遠少一件　只好買買買！(1711)","副刊","00:10","/realtimenews/article/strange/20160714/907437/【占卜】衣櫥永遠少一件　只好買買買！"
"125","Dyson PK Panasonic　誰...(4292)","副刊","00:09","/realtimenews/article/strange/20160714/907524/DysonPKPanasonic　誰是新一代吹風機之王"
"126","從大學退場看這教育騙局(6368)","論壇","00:08","/realtimenews/article/forum/20160714/907121/從大學退場看這教育騙局"
"127","​【愛漂亮】超潮髮廊EROS入主東區(1391)","副刊","00:08","/realtimenews/article/strange/20160714/907501/​【愛漂亮】超潮髮廊EROS入主東區"
"128","【實用】長髮女孩必學　不需要髮圈也能綁髮(5692)","副刊","00:07","/realtimenews/article/strange/20160714/907444/【實用】長髮女孩必學　不需要髮圈也能綁髮"
"129","抗議仲裁別壞了台菲關係(4535)","論壇","00:06","/realtimenews/article/forum/20160714/907108/抗議仲裁別壞了台菲關係"
"130","【旅途中】2個宜蘭爆紅美景！ 你去過嗎？(5597)","副刊","00:06","/realtimenews/article/strange/20160714/907409/【旅途中】2個宜蘭爆紅美景！你去過嗎？"
"131","北市府員工又爆肝了　這次是因為...(16662)","生活","00:05","/realtimenews/article/life/20160714/907142/北市府員工又爆肝了　這次是因為..."
"132","【得救了！】小黑貓頭卡鐵門動彈不得　下場...(1705)","動物","00:05","/realtimenews/article/animal/20160714/907456/【得救了！】小黑貓頭卡鐵門動彈不得　下場超感人"
"133","300公尺送餐1小時　顧客給負評遭上門怒...(26743)","國際","00:05","/realtimenews/article/international/20160714/907519/300公尺送餐1小時　顧客給負評遭上門怒砍"
"134","馬維敏：英文與英九  同登太平島(3535)","論壇","00:04","/realtimenews/article/forum/20160714/907115/馬維敏：英文與英九同登太平島"
"135","【超可愛】世界上最悲傷的貓是牠！(2595)","動物","00:04","/realtimenews/article/animal/20160714/907451/【超可愛】世界上最悲傷的貓是牠！"
"136","【祕密客】從天而降的烤肉(4948)","副刊","00:03","/realtimenews/article/strange/20160714/907461/【祕密客】從天而降的烤肉"
"137","​7月14日(四)　全球重要經濟數據預覽(1056)","財經","00:02","/realtimenews/article/finance/20160714/905997/​7月14日(四)　全球重要經濟數據預覽"
"138","什麼時代了  蔡政府還在談Ｕ形線(6034)","論壇","00:02","/realtimenews/article/forum/20160714/907174/什麼時代了蔡政府還在談Ｕ形線"
"139","北市最厲害buffet買1送1秒殺　客：...(11967)","生活","00:02","/realtimenews/article/life/20160714/907483/北市最厲害buffet買1送1秒殺　客：感覺被騙"
"140","【市場很誠實】嘴巴說不撒錢　日銀恐已備妥...(3464)","財經","00:02","/realtimenews/article/finance/20160714/907397/【市場很誠實】嘴巴說不撒錢　日銀恐已備妥直升機"
"141","【女人必學】不用修圖靠「照騙」 用這招也...(1654)","副刊","00:02","/realtimenews/article/strange/20160714/907447/【女人必學】不用修圖靠「照騙」用這招也可以！"
"142","【法律問蘋果】停放車輛遭撞凹　鑑定可揪兇(9070)","社會","00:00","/realtimenews/article/local/20160714/903150/【法律問蘋果】停放車輛遭撞凹　鑑定可揪兇"
"143","劉克襄：它怎麼會是太平礁(4127)","論壇","00:00","/realtimenews/article/forum/20160714/907116/劉克襄：它怎麼會是太平礁"
"144","【里約奧運系列報導】先天不良後天失調　里...(22456)","體育","00:00","/realtimenews/article/sports/20160714/907208/【里約奧運系列報導】先天不良後天失調　里約恐成錯誤典範"
"145","【中職戰報】花蓮猿獅再戰　拿威單挑吉爾(2297)","體育","00:00","/realtimenews/article/sports/20160714/907379/【中職戰報】花蓮猿獅再戰　拿威單挑吉爾"
"146","【中職戰報】高雄象犀戰　高國輝挑戰打點記...(3776)","體育","00:00","/realtimenews/article/sports/20160714/907466/【中職戰報】高雄象犀戰　高國輝挑戰打點記錄"
"147","【更新】陳金鋒完全打擊差三壘打　今花蓮最...(9607)","體育","00:00","/realtimenews/article/sports/20160714/907523/【更新】陳金鋒完全打擊差三壘打　今花蓮最終戰"
"148","甜美女大生　笑容迷人美腿吸睛(10687)","正妹","00:00","/realtimenews/article/beauty/20160714/907536/甜美女大生　笑容迷人美腿吸睛"
"149","求愛不成　18歲少年拿刀怒切雞雞餵雞雞(16464)","國際","00:00","/realtimenews/article/international/20160714/907572/求愛不成　18歲少年拿刀怒切雞雞餵雞雞"
"150","【酷熱】15分內體溫暴衝41度　是中暑恐...(2843)","生活","00:00","/realtimenews/article/life/20160714/907565/【酷熱】15分內體溫暴衝41度　是中暑恐致命"
"151","記者直播連線　身後男子犯案全都錄(17942)","國際","00:00","/realtimenews/article/international/20160714/907570/記者直播連線　身後男子犯案全都錄"
"152","【法廣RFI】傳中國海軍急召複員軍人備戰(3073)","國際","23:55","/realtimenews/article/international/20160713/907573/【法廣RFI】傳中國海軍急召複員軍人備戰"
"153","「不當特殊小孩教」　慢飛天使也敞開心(1579)","生活","23:54","/realtimenews/article/life/20160713/907045/「不當特殊小孩教」　慢飛天使也敞開心"
"154","【壹週刊】打臉前男友　蕾哈娜新歌其實是泰...(2264)","壹週刊","23:52","/realtimenews/article/nextmag/20160713/907571/【壹週刊】打臉前男友　蕾哈娜新歌其實是泰勒絲寫的"
"155","搭熱氣球環遊世界　俄探險家挑戰紀錄(356)","國際","23:50","/realtimenews/article/international/20160713/907568/搭熱氣球環遊世界　俄探險家挑戰紀錄"
"156","恐怖乖乖水喝下成人偶　「說什麼就做什麼」(24002)","社會","23:45","/realtimenews/article/local/20160713/907158/恐怖乖乖水喝下成人偶　「說什麼就做什麼」"
"157","【法廣RFI】用""習""命名新種甲蟲遭陸封...(2181)","政治","23:45","/realtimenews/article/politics/20160713/907567/【法廣RFI】用"
"158","高雄水泥廠旁空地火警　濃煙沖天(25557)","社會","23:33","/realtimenews/article/local/20160713/907561/高雄水泥廠旁空地火警　濃煙沖天"
"159","【法廣RFI】劉振民:南海防空識別區視威...(1693)","國際","23:20","/realtimenews/article/international/20160713/907562/【法廣RFI】劉振民:南海防空識別區視威脅而定"
"160","風災受損最慘香蘭村　村民：「只希望盡快恢...(2229)","生活","23:10","/realtimenews/article/life/20160713/907248/風災受損最慘香蘭村　村民：「只希望盡快恢復水電」"
"161","南韓確診第8起茲卡病例　當地傳播可能性低(863)","國際","23:10","/realtimenews/article/international/20160713/907560/南韓確診第8起茲卡病例　當地傳播可能性低"
"162","【不斷更新】嫌犯攜8000萬入住君悅　畫...(345036)","社會","23:08","/realtimenews/article/local/20160713/906828/【不斷更新】嫌犯攜8000萬入住君悅　畫面首度曝光"
"163","國際油價跌勢再起　OPEC產量8年新高(4592)","財經","23:07","/realtimenews/article/finance/20160713/907559/國際油價跌勢再起　OPEC產量8年新高"
"164","【爆料】扯！上校營內駕車撞採買車　8名士...(24177)","政治","23:06","/realtimenews/article/politics/20160713/907532/【爆料】扯！上校營內駕車撞採買車　8名士兵受傷"
"165","【暖流】老來得子  51歲癌男求天給他1...(14214)","生活","23:00","/realtimenews/article/life/20160713/906340/【暖流】老來得子51歲癌男求天給他10年"
"166","【法廣RFI】韓國選定星洲山區部署薩德(1692)","國際","23:00","/realtimenews/article/international/20160713/907558/【法廣RFI】韓國選定星洲山區部署薩德"
